ID_INVENTARIO_REPORTE,CLAVE_REP,PAIS,ENTIDAD_REGULADA,REGULADOR,SERIE,SUBSERIE,GRUPO,NOMBRE,SECCION,VERSION,PERIODO,DESCRIPCION,FECHA_ENTREGA,CARACTERISTICAS,REGULACION_REPORTE,FECHA_ALTA,FECHA_ACTUALIZADA,CLAVE_REPORTE_GENERAL,FECHA_REGULACION,VIGENTE
309,GT_BM_CC3_CC3_00_22,GT,BM,SUPER,CC3,,CARTERA,CC3,00,22,03-MENS,CC3 ARCHIVO DE SALDOS Y MOVIMIENTOS DE CRÉDITOS,NULL,,JM-47-2022,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_BM_CC3_CC3_00,,True
310,GT_BM_CC4_CC4_00_22,GT,BM,SUPER,CC4,,CARTERA,CC4,00,22,03-MENS,CC4 ARCHIVO DE SALDOS Y MOVIMIENTOS DE CRÉDITOS,NULL,,JM-47-2022,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_BM_CC4_CC4_00,,True
311,GT_BM_CC5_CC5_00_22,GT,BM,SUPER,CC5,,CARTERA,CC5,00,22,03-MENS,CC5 Archivo de Registro y Actualización de Información Financiera de Personas,NULL,,JM-47-2022,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_BM_CC5_CC5_00,,True
312,GT_BM_CC6_CC6_00_22,GT,BM,SUPER,CC6,,CARTERA,CC6,00,22,03-MENS,CC6 Archivo de Registro de Garantías,NULL,,JM-47-2022,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_BM_CC6_CC6_00,,True
313,GT_BM_CC7_CC7_00_22,GT,BM,SUPER,CC7,,CARTERA,CC7,00,22,03-MENS,CC7 Archivo de Valuación de Activos Crediticios y Cédulas Hipotecarias,NULL,,JM-47-2022,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_BM_CC7_CC7_00,,True
301,GT_BM_CF1_CF1_00_21,GT,BM,SUPER,CF1,,CONTABLES,CF1,00,21,03-MENS,CF1 ARCHIVO DE INFORMACIÓN DE PERSONA,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_BM_CF1_CF1_00,,True
302,GT_BM_CF2_CF2_00_21,GT,BM,SUPER,CF2,,CONTABLES,CF2,00,21,03-MENS,CF2 INFORMACIÓN DE LA COBERTURA DE DEPÓSITOS DEL FONDO PARA LA PROTECCIÓN DEL AHORRO,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_BM_CF2_CF2_00,,True
303,GT_BM_CF3_CF3_00_21,GT,BM,SUPER,CF3,,CONTABLES,CF3,00,21,03-MENS,CF3 INFORMACIÓN DE LA COBERTURA DE DEPÓSITOS DEL FONDO PARA LA PROTECCIÓN DEL AHORRO,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_BM_CF3_CF3_00,,True
304,GT_BM_CF4_CF4_00_21,GT,BM,SUPER,CF4,,CONTABLES,CF4,00,21,03-MENS,CF4 INFORMACIÓN DE LA COBERTURA DE DEPÓSITOS DEL FONDO PARA LA PROTECCIÓN DEL AHORRO,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_BM_CF4_CF4_00,,True
1146,GT_BM_CH_CH1_00_21,GT,BM,SUPER,CH,,CARTERA,CCH1,00,21,03-MENS,CH1 Archivo de Información de Cédula Hipotecaria y Datos del Deudor,,,JM-47-2022,,,GT_BM_CH_CH1_00,,True
1147,GT_BM_CH_CH2_00_21,GT,BM,SUPER,CH,,CARTERA,CH2,00,21,03-MENS,CH2 Archivo de Información de Inversión en Cédula Hipotecaria,,,JM-47-2022,,,GT_BM_CH_CH2_00,,True
1148,GT_BM_CH_CH3_00_21,GT,BM,SUPER,CH,,CARTERA,CH3,00,21,03-MENS,CH3 Archivo de Información de Garantías y Valuación de Cédula Hipotecaria,,,JM-47-2022,,,GT_BM_CH_CH3_00,,True
287,GT_BM_CII_CII_00_21,GT,BM,SUPER,CII,,CONTABLES,CII,00,21,03-MENS,CII INFORMACIÓN DE LA CARTERA DE INVERSIONES,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-03-01 00:00:00.000,GT_BM_CII_CII_00,,True
289,GT_BM_CO_CO_00_21,GT,BM,SUPER,CO,,CONTABLES,CO,00,21,03-MENS,CO CALCE DE OPERACIONES EN MONEDA EXTRANJERA,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_BM_CO_CO_00,,True
288,GT_BM_CP_CP_00_21,GT,BM,SUPER,CP,,CONTABLES,CP,00,21,02-SEM,CP INFORMACIÓN DE LA CARTERA DE INVERSIONES PERMANENTES,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_BM_CP_CP_00,,True
316,GT_BM_DF_DF_00_21,GT,BM,SUPER,DF,,CONTABLES,DF,00,21,05-TRIM,DF INFORMACIÓN DE DEPÓSITOS Y OBLIGACIONES FINANCIERAS POR MUNICIPIO EN MONEDA NACIONAL Y EXTRANJERA,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_BM_DF_DF_00,,True
294,GT_BM_DM_DM_00_21,GT,BM,SUPER,DM,,OPERATIVOS,DM,00,21,03-MENS,DM a DEPÓSITOS Y OBLIGACIONES FINANCIERAS CLASIFICADAS POR MONTO,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_BM_DM_DM_00,,True
295,GT_BM_DO_DO_00_21,GT,BM,SUPER,DO,,CONTABLES,DO,00,21,03-MENS,DO DETALLE DE DEPÓSITOS Y OBLIGACIONES FINANCIERAS DEL GOBIERNO,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_BM_DO_DO_00,,True
284,GT_BM_DP_DP_00_21,GT,BM,SUPER,DP,,OPERATIVOS,DP,00,21,03-MENS,DP INTEGRACIÓN DE LOS DEPÓSITOS EN MN Y ME,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_BM_DP_DP_00,,True
274,GT_BM_EE_EE_00_21,GT,BM,SUPER,EE,,CONTABLES,EE,00,21,01-DIA,EE - ENCAJE MONEDA EXTRANJERA,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_BM_EE_EE_00,,True
321,GT_BM_EM_EM_00_21,GT,BM,SUPER,EM,,CONTABLES,EM,00,21,05-TRIM,EM a INFORMACIÓN FINANCIERA DE DEUDORES EMPRESARIALES MAYORES,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_BM_EM_EM_00,,True
275,GT_BM_EN_EN_00_21,GT,BM,SUPER,EN,,CONTABLES,EN,00,21,01-DIA,EN - ENCAJE MONEDA NACIONAL,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_BM_EN_EN_00,,True
297,GT_BM_FE_FE_00_21,GT,BM,SUPER,FE,,CONTABLES,FE,00,21,03-MENS,FE FLUJO DE EFECTIVO,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_BM_FE_FE_00,,True
293,GT_BM_FI_FI_00_21,GT,BM,SUPER,FI,,CONTABLES,FI,00,21,03-MENS,FI FIDEICOMISOS,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_BM_FI_FI_00,,True
291,GT_BM_IA_IA_00_21,GT,BM,SUPER,IA,,CONTABLES,IA,00,21,03-MENS,IA FORMA 70 A,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_BM_IA_IA_00,,True
292,GT_BM_IB_IB_00_21,GT,BM,SUPER,IB,,CONTABLES,IB,00,21,01-DIA,IB FORMA 70 B,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_BM_IB_IB_00,,True
299,GT_BM_IC1_IC1_00_21,GT,BM,SUPER,IC1,,CONTABLES,IC1,00,21,03-MENS,IC1 INFORMACIÓN DE CREDITOS OBTENIDOS DEL EXTERIOR,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_BM_IC1_IC1_00,,True
300,GT_BM_IC2_IC2_00_21,GT,BM,SUPER,IC2,,CONTABLES,IC2,00,21,03-MENS,IC2 a INFORMACIÓN DE CREDITOS OBTENIDOS DEL EXTERIOR,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_BM_IC2_IC2_00,,True
330,GT_BM_LCR_LCR_00_21,GT,BM,SUPER,LCR,,LIQUIDEZ,LCR,00,21,03-MENS,LCR COEFICIENTE DE COBERTURA DE LIQUIDEZ,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_BM_LCR_LCR_00,,True
298,GT_BM_LR_LR_00_21,GT,BM,SUPER,LR,,RIESGOS,LR,00,21,01-DIA,LR LIQUIDEZ EN RIESGO,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_BM_LR_LR_00,,True
325,GT_BM_MC_MC_00_21,GT,BM,SUPER,MC,,CONTABLES,MC,00,21,06-ANUAL,MC MOVIMIENTO DE CAPITAL CONTABLE,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_BM_MC_MC_00,,True
285,GT_BM_OF_OF_00_21,GT,BM,SUPER,OF,,CONTABLES,OF,00,21,02-SEM,"OF OBLIGACIONES FINANCIERAS, FIDEICOMISOS Y REPORTOS",NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_BM_OF_OF_00,,True
328,GT_BM_PV1_PV1_00_21,GT,BM,SUPER,PV1,,OPERATIVOS,PV1,00,21,06-ANUAL,PV1 PLAN DE VALUACION DE ACTIVOS CREDITICIOS DEUDORES EMPRESARIALES MAYORES,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_BM_PV1_PV1_00,,True
329,GT_BM_PV2_PV2_00_21,GT,BM,SUPER,PV2,,OPERATIVOS,PV2,00,21,06-ANUAL,PV2 PLAN DE VALUACION DE ACTIVOS CREDITICIOS DEUDORES EMPRESARIALES MAYORES,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_BM_PV2_PV2_00,,True
317,GT_BM_RE_RE_00_21,GT,BM,SUPER,RE,,OPERATIVOS,RE,00,21,05-TRIM,RE INFORMACIÓN DE RECLAMOS,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_BM_RE_RE_00,,True
283,GT_BM_RM_RM_M_21,GT,BM,SUPER,RM,,CONTABLES,RM,M,21,03-MENS,RM ESTADO DE POSICION PATRIMONIAL,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_BM_RM_RM_M,,True
290,GT_BM_RM_RM_S_21,GT,BM,SUPER,RM,,CONTABLES,RM,S,21,02-SEM,RM ESTADO DE POSICION PATRIMONIAL,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_BM_RM_RM_S,,True
326,GT_BM_RO1_RO1_00_21,GT,BM,SUPER,RO1,,RIESGOS,RO1,00,21,06-ANUAL,RO1 a INFORMACIÓN DE RIESGO OPERACIONAL,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_BM_RO1_RO1_00,,True
327,GT_BM_RO2_RO2_00_21,GT,BM,SUPER,RO2,,RIESGOS,RO2,00,21,06-ANUAL,RO2 INFORMACIÓN DE RIESGO OPERACIONAL,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_BM_RO2_RO2_00,,True
318,GT_BM_SFM1_SFM1_00_22,GT,BM,SUPER,SFM1,,OPERATIVOS,SFM1,00,22,05-TRIM,SFM1 a INFORMACIÓN DE SERVICIOS FINANCIEROS MÓVILES,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_BM_SFM1_SFM1_00,,True
319,GT_BM_SFM2_SFM2_00_22,GT,BM,SUPER,SFM2,,OPERATIVOS,SFM2,00,22,05-TRIM,SFM2 a INFORMACIÓN DE SERVICIOS FINANCIEROS MÓVILES,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_BM_SFM2_SFM2_00,,True
377,GT_BM_TCD_TC_00_21,GT,BM,SUPER,TCD,,OPERATIVOS,TC,00,21,05-TRIM,TC INFORMACIÓN RELACIONADAS CON TARJETA DE CREDITO,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_BM_TCD_TC_00,,True
320,GT_BM_TCD_TCD_00_21,GT,BM,SUPER,TCD,,OPERATIVOS,TCD,00,21,05-TRIM,TCD INFORMACIÓN RELACIONADA CON TARJETAS DE CRÉDITO Y DÉBITO,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_BM_TCD_TCD_00,,True
282,GT_BM_TI_TI_00_21,GT,BM,SUPER,TI,,CONTABLES,TI,00,21,03-MENS,TI TASAS DE INTERÉS NOMINAL,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_BM_TI_TI_00,,True
286,GT_BM_TJ_TJ_00_21,GT,BM,SUPER,TJ,,OPERATIVOS,TJ,00,21,02-SEM,"TJ TASA EFECTIVA ANUAL, EN MN Y ME",NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_BM_TJ_TJ_00,,True
375,GT_BM_TM_TM_00_21,GT,BM,SUPER,TM,,OPERATIVOS,TM,00,21,03-MENS,TM TASA NOMINAL DE INTERÉS EN MONEDA NACIONAL Y EXTRANJERA,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_BM_TM_TM_00,,True
376,GT_BM_TN_TN_00_21,GT,BM,SUPER,TN,,OPERATIVOS,TN,00,21,03-MENS,TN TASA EFECTIVA ANUAL EN MONEDA NACIONAL Y EXTRANJERA,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_BM_TN_TN_00,,True
296,GT_BM_UR_UR_00_21,GT,BM,SUPER,UR,,RIESGOS,UR,00,21,03-MENS,UR UNIDADES DE RIESGO,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_BM_UR_UR_00,,True
277,GT_BM_VA1_VA1_00_21,GT,BM,SUPER,VA1,,CONTABLES,VA1,00,21,01-DIA,VA1 INTEGRACIÓN DE VARIACIONES DEL SALDO CONTABLE EN INVERSIONES,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_BM_VA1_VA1_00,,True
278,GT_BM_VA2_VA2_00_21,GT,BM,SUPER,VA2,,CONTABLES,VA2,00,21,01-DIA,VA2 INTEGRACIÓN DE VARIACIONES DEL SALDO CONTABLE DE LA CARTERA DE CRÉDITOS,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_BM_VA2_VA2_00,,True
279,GT_BM_VA3_VA3_00_21,GT,BM,SUPER,VA3,,CONTABLES,VA3,00,21,01-DIA,VA3 INTEGRACIÓN DE VARIACIONES DEL SALDO CONTABLE DE LA CARTERA DE CRÉDITOS,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_BM_VA3_VA3_00,,True
280,GT_BM_VA4_VA4_00_21,GT,BM,SUPER,VA4,,CONTABLES,VA4,00,21,01-DIA,VA4 INTEGRACIÓN DE VARIACIONES DEL SALDO CONTABLE EN OBLIGACIONES DEPOSITARIAS Y/O FINANCIERAS,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_BM_VA4_VA4_00,,True
281,GT_BM_VA5_VA5_00_21,GT,BM,SUPER,VA5,,CONTABLES,VA5,00,21,01-DIA,VA5 INTEGRACIÓN DE VARIACIONES DEL SALDO CONTABLE EN CRÉDITOS OBTENIDOS,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_BM_VA5_VA5_00,,True
380,GT_CB_AJ_AJ_00_21,GT,CB,SUPER,AJ,,CONTABLES,AJ,00,21,03-MENS,AJ ADMINISTRACIONES AJENAS,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_CB_AJ_AJ_00,,True
378,GT_CB_BS_BS_00_21,GT,CB,SUPER,BS,,CONTABLES,BS,00,21,01-DIA,BS Balance de Saldos,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_CB_BS_BS_00,,True
379,GT_CB_IH_IH_00_21,GT,CB,SUPER,IH,,CONTABLES,IH,00,21,03-MENS,IH INFORMACIÓN COMPLEMENTARIA DE CASA DE BOLSAS,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_CB_IH_IH_00,,True
363,GT_FIN_AC_AC_00_21,GT,FIN,SUPER,AC,,OPERATIVOS,AC,00,21,06-ANUAL,AC INFORMACIÓN DE ACCIONISTAS,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_FIN_AC_AC_00,,True
364,GT_FIN_AD_AD_00_21,GT,FIN,SUPER,AD,,CONTABLES,AD,00,21,06-ANUAL,AD ACTIVOS EXTRAORDINARIOS COMPLEMENTO,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_FIN_AD_AD_00,,True
365,GT_FIN_AE_AE_00_21,GT,FIN,SUPER,AE,,CONTABLES,AE,00,21,06-ANUAL,AE ACTIVOS EXTRAORDINARIOS,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_FIN_AE_AE_00,,True
356,GT_FIN_BC1_BC1_00_21,GT,FIN,SUPER,BC1,,OPERATIVOS,BC1,00,21,03-MENS,BC1 INFORMACIÓN DE BANCOS CORRESPONSALES DEL EXTERIOR,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_FIN_BC1_BC1_00,,True
357,GT_FIN_BC2_BC2_00_21,GT,FIN,SUPER,BC2,,OPERATIVOS,BC2,00,21,03-MENS,BC2 INFORMACIÓN DE BANCOS CORRESPONSALES DEL EXTERIOR,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_FIN_BC2_BC2_00,,True
331,GT_FIN_BS_BS_00_21,GT,FIN,SUPER,BS,,CONTABLES,BS,00,21,01-DIA,BS Balance de Saldos,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_FIN_BS_BS_00,,True
1144,GT_FIN_CC_CC8_00_21,GT,FIN,SUPER,CC,,CARTERA,CC8,00,21,03-MENS,CC8 Archivo de Registro y Actualización de Garantías,,,JM-47-2022,,,GT_FIN_CC_CC8_00,,True
1145,GT_FIN_CC_CC9_00_21,GT,FIN,SUPER,CC,,CARTERA,CC9,00,21,03-MENS,CC9 Archivo de Valuación de Activos Crediticios y Otros Activos Crediticios,,,JM-47-2022,,,GT_FIN_CC_CC9_00,,True
358,GT_FIN_CC1_CC1_00_22,GT,FIN,SUPER,CC1,,CARTERA,CC1,00,22,03-MENS,CC1 INFORMACIÓN DE CRÉDITOS NUEVOS,NULL,,JM-47-2022,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_FIN_CC1_CC1_00,,True
359,GT_FIN_CC2_CC2_00_22,GT,FIN,SUPER,CC2,,CARTERA,CC2,00,22,03-MENS,CC2 INFORMACIÓN DE REGISTRO Y ACTUALIZACIÓN DE PERSONAS,NULL,,JM-47-2022,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_FIN_CC2_CC2_00,,True
360,GT_FIN_CC3_CC3_00_22,GT,FIN,SUPER,CC3,,CARTERA,CC3,00,22,03-MENS,CC3 ARCHIVO DE SALDOS Y MOVIMIENTOS DE CRÉDITOS,NULL,,JM-47-2022,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_FIN_CC3_CC3_00,,True
361,GT_FIN_CC4_CC4_00_22,GT,FIN,SUPER,CC4,,CARTERA,CC4,00,22,03-MENS,CC4 ARCHIVO DE SALDOS Y MOVIMIENTOS DE CRÉDITOS,NULL,,JM-47-2022,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_FIN_CC4_CC4_00,,True
372,GT_FIN_CC5_CC5_00_21,GT,FIN,SUPER,CC5,,CARTERA,CC5,00,21,03-MENS,CC5 Archivo de Registro y Actualización de Información Financiera de Personas,NULL,,JM-47-2022,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_FIN_CC5_CC5_00,,True
373,GT_FIN_CC6_CC6_00_21,GT,FIN,SUPER,CC6,,CARTERA,CC6,00,21,03-MENS,CC6 Archivo de Registro de Garantías,NULL,,JM-47-2022,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_FIN_CC6_CC6_00,,True
374,GT_FIN_CC7_CC7_00_21,GT,FIN,SUPER,CC7,,CARTERA,CC7,00,21,03-MENS,CC7 Archivo de Valuación de Activos Crediticios y Cédulas Hipotecarias,NULL,,JM-47-2022,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_FIN_CC7_CC7_00,,True
1149,GT_FIN_CH_CH1_00_21,GT,FIN,SUPER,CH,,CARTERA,CH1,00,21,03-MENS,CH1 Archivo de Información de Cédula Hipotecaria y Datos del Deudor,,,JM-47-2022,,,GT_FIN_CH_CH1_00,,True
1150,GT_FIN_CH_CH2_00_21,GT,FIN,SUPER,CH,,CARTERA,CH2,00,21,03-MENS,CH2 Archivo de Información de Inversión en Cédula Hipotecaria,,,JM-47-2022,,,GT_FIN_CH_CH2_00,,True
1151,GT_FIN_CH_CH3_00_21,GT,FIN,SUPER,CH,,CARTERA,CH3,00,21,03-MENS,CH3 Archivo de Información de Garantías y Valuación de Cédula Hipotecaria,,,JM-47-2022,,,GT_FIN_CH_CH3_00,,True
341,GT_FIN_CII_CII_00_21,GT,FIN,SUPER,CII,,CONTABLES,CII,00,21,02-SEM,CII INFORMACIÓN DE LA CARTERA DE INVERSIONES,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_FIN_CII_CII_00,,True
343,GT_FIN_CO_CO_00_21,GT,FIN,SUPER,CO,,CONTABLES,CO,00,21,03-MENS,CO CALCE DE OPERACIONES EN MONEDA EXTRANJERA,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_FIN_CO_CO_00,,True
342,GT_FIN_CP_CP_00_21,GT,FIN,SUPER,CP,,CONTABLES,CP,00,21,03-MENS,CP a INFORMACIÓN DE LA CARTERA DE INVERSIONES PERMANENTES,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_FIN_CP_CP_00,,True
349,GT_FIN_DL_DL_00_21,GT,FIN,SUPER,DL,,CONTABLES,DL,00,21,03-MENS,DL ESTADO DIARIO DEL DEPÓSITO LEGAL DE LAS FINANCIERAS,NULL,,AC_SIB_14-2007,2023-02-01 00:00:00.000,2023-02-01 00:00:00.000,GT_FIN_DL_DL_00,,True
